custid,policystartd,policyendd,gender,age,ptype,vclass,vcolor,vmaker,product
ID_3CDFUDZ,3/20/10,3/19/11,Male,47,3,JEEP,,Range Rover,Car Classic
ID_3CDLDN2,5/26/10,5/25/11,Male,19,1,Saloon,,Mercedes,CarSafe
ID_3CEZFWC,7/29/10,7/27/11,Male,41,1,JEEP,,TOYOTA,CarSafe
ID_3CQ5JD6,7/26/10,7/7/11,Female,53,3,JEEP,Green,TOYOTA,Car Classic
ID_3CTHQLS,4/3/10,4/2/11,Male,38,1,Saloon,,TOYOTA,CarSafe
ID_3D77L7G,8/16/10,8/15/11,Male,49,1,,,,Car Classic
ID_3D85LGZ,7/17/10,7/16/11,Female,35,1,JEEP,As Attached,Honda,CarSafe
ID_3DB4063,11/15/10,11/19/11,Male,31,1,Saloon,Black,TOYOTA,Car Classic
ID_3DNX4D1,2/25/10,2/24/11,Male,36,1,Saloon,,TOYOTA,CarSafe
ID_3DPTGGE,4/29/10,4/28/11,NOT STATED,30,1,Saloon,,TOYOTA,CarSafe
ID_3DSHSQ9,1/8/10,1/7/11,NOT STATED,40,1,Saloon,,Honda,CarSafe
ID_3DXUI5W,4/19/10,4/18/11,Male,48,1,,,Honda,Customized Motor
ID_3E1OXQN,9/6/10,9/5/11,Female,31,1,,,,CarSafe
ID_3E1ZEBX,2/14/10,2/13/11,Male,50,1,Saloon,,Hyundai,CarSafe
ID_3E3J6WG,7/5/10,7/4/11,Female,40,1,Saloon,,TOYOTA,CarSafe
ID_3E3ZWDH,9/27/10,9/26/11,Male,40,1,,,,CarSafe
ID_3E4EUH4,10/10/10,1/4/11,SEX,40,1,,,,Car Classic
ID_3E7YJKC,1/30/10,1/29/11,Female,50,1,Saloon,,TOYOTA,CarSafe
ID_3EA7JOY,11/22/10,11/21/11,Male,30,1,,,,CarSafe
ID_3EAO8TH,11/8/10,11/7/11,Male,31,2,,,,CVTP
ID_3EE7KL9,9/26/10,9/25/11,Male,33,1,,,,CarSafe
ID_3EE8QMD,8/8/10,8/7/11,Male,41,1,,,,Car Classic
ID_3EJAV7O,8/30/10,8/29/11,Female,66,3,Mini Bus,Red,TOYOTA,Car Classic
ID_3EKXTLZ,6/20/10,6/19/11,Female,20,1,Saloon,,Kia,CarSafe
ID_3ELWOKU,9/9/10,9/8/11,Male,37,1,,,,Car Classic
ID_3ETGJF6,8/16/10,8/15/11,Female,72,1,JEEP,,Honda,Car Classic
ID_3EYOSN5,11/19/10,8/3/11,Male,46,1,,,,Car Classic
ID_3FBAA6M,10/25/10,10/23/11,Female,35,1,JEEP,Grey,TOYOTA,Car Classic
ID_3FBOAXG,7/28/10,7/27/11,Male,40,1,JEEP,Gold,Honda,Car Classic
ID_3FFXJ00,8/22/10,5/1/11,Male,32,1,,,,Car Classic
ID_3FHENZC,6/7/10,6/6/11,Female,57,1,JEEP,Black,Nissan,Car Classic
ID_3FJRT90,10/24/10,10/23/11,Female,49,1,JEEP,Black,TOYOTA,Car Classic
ID_3FLLRMW,7/3/10,7/2/11,Female,38,1,Saloon,,Mitsubishi,CarSafe
ID_3FVPFVH,6/20/10,6/19/11,Male,34,1,JEEP,,TOYOTA,Car Classic
ID_3FXOLNI,4/11/10,4/10/11,Male,39,1,,,TOYOTA,Car Classic
ID_3G22WX8,11/20/10,11/19/11,Female,30,1,,,,Car Classic
ID_3GDXLWQ,12/12/10,12/11/11,Female,35,1,,,,CarSafe
ID_3GG5STJ,3/15/10,3/14/11,Male,53,1,Saloon,,TOYOTA,Car Classic
ID_3GOLFKW,6/21/10,6/20/11,Male,27,2,Saloon,Gold,TOYOTA,Car Plus
ID_3GPUZC0,7/23/10,5/10/11,Male,37,2,Saloon,Gold,TOYOTA,Car Classic
ID_3GQ9YVH,5/30/10,5/29/11,Male,1,1,Saloon,,TOYOTA,CarSafe
ID_3GRJZBP,10/28/10,10/27/11,Male,42,2,JEEP,,Range Rover,Customized Motor
ID_3GW8XQY,7/3/10,7/2/11,Male,30,1,Saloon,,TOYOTA,CarSafe
ID_3GZ6LJS,9/20/10,9/19/11,NOT STATED,52,1,Saloon,Silver,TOYOTA,Car Classic
ID_3H2CS18,2/20/10,2/19/11,Male,51,1,Saloon,,Ford,CarSafe
ID_3H5FSTB,3/25/10,3/21/11,Male,58,1,Saloon,Silver,TOYOTA,Car Classic
ID_3H6N86Q,10/10/10,10/9/11,Male,50,1,,,,CarSafe
ID_3H70FBK,4/12/10,4/11/11,Male,32,1,Saloon,,Honda,CarSafe
ID_3HEAEP5,6/28/10,6/27/11,Female,45,1,Saloon,,TOYOTA,CarSafe
ID_3HLJPFM,11/8/10,11/7/11,Female,27,1,,,,Car Classic
ID_3HUQKJN,8/1/10,7/30/11,Male,34,1,Saloon,,Ford,CarSafe
ID_3HUYATP,9/11/10,9/10/11,Female,34,1,,,,Car Classic
ID_3I1TWTF,5/22/10,5/21/11,Male,32,1,Saloon,Red,TOYOTA,Car Classic
ID_3IA7W2X,6/13/10,6/12/11,Male,38,1,Saloon,,TOYOTA,Car Classic
ID_3IANC18,6/24/10,6/23/11,Male,50,1,,,TOYOTA,Car Classic
ID_3IB1A83,6/21/10,6/20/11,Male,40,1,Saloon,Ash,TOYOTA,Car Classic
ID_3IBWKZW,8/11/10,8/10/11,Male,39,1,Saloon,Black,Honda,Car Classic
ID_3IBWXZE,10/18/10,1/17/11,Male,45,1,,,TOYOTA,Car Classic
ID_3IHUGBO,8/14/10,8/13/11,Male,42,1,,,,CarSafe
ID_3IQ8DV8,11/8/10,11/7/11,Male,38,1,,,,CarSafe
ID_3IVNP0Q,9/27/10,9/26/11,Male,37,1,,,,CarSafe
ID_3IXIRYS,3/1/10,2/28/11,Male,37,1,Saloon,White,TOYOTA,Car Plus
ID_3IXQLYB,4/18/10,4/17/11,Female,39,1,Saloon,,TOYOTA,CarSafe
ID_3J3LPY5,6/20/10,6/19/11,Male,38,2,Saloon,,TOYOTA,CarSafe
ID_3J3OCMK,11/21/10,11/20/11,Male,60,1,,,,CarSafe
ID_3JDCU6D,11/27/10,11/26/11,Male,39,1,,,,Car Classic
ID_3JDU2UR,8/19/10,8/18/11,Female,53,1,JEEP,Black,Ford,Car Classic
ID_3JFO32U,2/22/10,2/21/11,Female,37,2,Saloon,,TOYOTA,Car Plus
ID_3JQNI2S,9/25/10,9/24/11,Male,35,1,,,,Car Classic
ID_3JWD0YS,1/11/10,1/10/11,Male,38,1,Saloon,Black,Honda,Car Classic
ID_3K48P75,4/20/10,4/19/11,Female,31,1,Saloon,Ash,TOYOTA,Car Plus
ID_3K7PPH0,9/17/10,9/16/11,Female,34,2,,,,Car Classic
ID_3K8N4Q5,3/1/10,3/1/11,Female,49,1,Saloon,,TOYOTA,CarSafe
ID_3KBEPMA,8/23/10,4/6/11,Entity,42,1,,,Iveco,CVTP
ID_3KCGTFV,7/9/10,7/8/11,Male,1,1,Saloon,,TOYOTA,CarSafe
ID_3KEOPZN,10/24/10,10/23/11,Male,48,2,Saloon,Blue,TOYOTA,Car Classic
ID_3KHGBJW,12/12/10,12/11/11,Male,42,1,Saloon,Black,Volkswagen,Car Classic
ID_3KNKLA3,11/16/10,11/15/11,Female,37,1,Saloon,Silver,Ford,Customized Motor
ID_3KR36PL,11/7/10,11/6/11,Male,43,1,JEEP,Black,Volkswagen,Car Classic
ID_3L20TUW,10/2/10,10/1/11,Male,34,1,,,,Car Classic
ID_3L4V1U7,4/26/10,4/25/11,Male,29,1,Saloon,,TOYOTA,CarSafe
ID_3L5O75Z,2/16/10,2/15/11,Female,64,2,JEEP,Brown,Ford,Car Plus
ID_3L7OAIY,1/3/10,1/2/11,Joint Gender,50,1,Saloon,,Nissan,CarSafe
ID_3L9QAPC,9/10/10,3/22/11,Male,71,1,Saloon,Silver,TOYOTA,Car Classic
ID_3LCJUS2,2/4/10,2/3/11,Female,25,1,Saloon,Grey,TOYOTA,Car Classic
ID_3LERA4V,11/18/10,11/17/11,Female,35,1,,,,Car Classic
ID_3LHZZHH,10/10/10,4/8/11,Male,27,1,,,,Car Classic
ID_3LLJLFS,5/30/10,4/18/11,Female,32,2,,Black,TOYOTA,Car Classic
ID_3LP42GM,1/21/10,1/20/11,Male,43,2,JEEP,White,TOYOTA,Car Plus
ID_3M03QFB,8/29/10,8/28/11,Male,38,2,,,Nissan,CVTP
ID_3M3S8TO,7/23/10,7/22/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_3M8CWDK,4/17/10,4/16/11,Male,63,1,Saloon,,Volkswagen,CarSafe
ID_3MADNH1,4/24/10,4/23/11,Female,31,1,Saloon,Silver,TOYOTA,Car Classic
ID_3MAHM2K,6/3/10,6/2/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_3MFL866,7/18/10,6/29/11,Female,44,1,JEEP,As Attached,TOYOTA,Car Classic
ID_3MJ5FIU,12/21/10,12/20/11,Male,50,1,Saloon,,Kia,CarSafe
ID_3MKXZH0,6/4/10,6/3/11,Male,30,1,Saloon,Black,Mercedes,CarSafe
ID_3MSM0EV,9/25/10,9/24/11,Male,35,1,,,,Car Classic
ID_3MVPRL7,1/5/10,1/4/11,Female,44,2,JEEP,Black,Ford,Car Classic
ID_3MZZ1AR,8/7/10,8/6/11,Male,45,1,,,,CarSafe
ID_3N19UCL,9/18/10,9/17/11,Male,36,1,,,,CarSafe
ID_3N6ASMT,11/15/10,11/14/11,Male,32,1,Saloon,White,Nissan,Car Classic
ID_3N9JP4C,9/26/10,9/25/11,Male,34,2,Saloon,,Lexus,Car Classic
ID_3NQQRZ3,8/5/10,8/4/11,Male,53,1,,,,Car Classic
ID_3NZO26X,8/21/10,8/20/11,Male,40,1,,,,Car Classic
ID_3O18UIG,3/29/10,3/28/11,Male,34,1,Saloon,Red,Kia,Car Classic
ID_3OBK5QL,1/25/10,1/24/11,Male,33,1,Saloon,,TOYOTA,CarSafe
ID_3OCHJB1,7/31/10,7/30/11,Male,48,2,Saloon,,Mercedes,CarSafe
ID_3OCZBVT,12/6/10,12/5/11,Female,66,2,Saloon,Black,TOYOTA,Car Classic
ID_3OE8XA8,10/1/10,9/30/11,Male,35,1,Saloon,,TOYOTA,CarSafe
ID_3OEQCH8,12/10/10,12/9/11,Male,44,2,Saloon,Black,TOYOTA,Car Classic
ID_3OFREOZ,3/11/10,3/10/11,Entity,40,2,JEEP,,Mercedes,Car Classic
ID_3OIUB5H,5/7/10,5/6/11,Male,78,2,JEEP,As Attached,TOYOTA,Car Classic
ID_3OLCU92,3/6/10,3/5/11,Male,49,1,Saloon,,TOYOTA,CarSafe
ID_3OMR03Y,8/7/10,8/6/11,Female,35,1,Saloon,Black,Mercedes,Car Classic
ID_3OOFTZ8,9/20/10,9/19/11,Male,37,1,JEEP,Gold,TOYOTA,Car Classic
ID_3OZH03R,10/15/10,10/14/11,Male,48,1,JEEP,Black,TOYOTA,Car Classic
ID_3P2YGIB,9/16/10,9/15/11,Male,40,1,,,,Car Classic
ID_3P3M1XE,2/27/10,1/17/11,Male,41,1,Saloon,Silver,TOYOTA,Car Classic
ID_3P6WW9C,11/12/10,11/11/11,Male,45,2,,,,Car Classic
ID_3P7NG3H,11/13/10,11/12/11,Male,47,1,,,,CarSafe
ID_3P8LCUQ,7/2/10,7/1/11,Male,73,1,Saloon,Black,TOYOTA,Car Classic
ID_3P8WLFG,6/14/10,6/13/11,Male,45,3,Saloon,Black,TOYOTA,Car Classic
ID_3PAX1Y7,7/25/10,7/24/11,Male,33,1,,,TOYOTA,Car Classic
ID_3PCM7Z5,11/30/10,11/29/11,Female,68,1,Saloon,Black,TOYOTA,Car Classic
ID_3PG3GXB,2/26/10,2/25/11,Entity,10,3,,,Ford,CVTP
ID_3PGWCYV,12/13/10,12/5/11,Male,41,1,JEEP,,Volvo,Car Classic
ID_3PJ35XD,10/4/10,10/3/11,Female,61,1,,,,CarSafe
ID_3PNEKIA,10/11/10,10/10/11,Male,40,1,JEEP,,Nissan,CarSafe
ID_3POLFSE,11/2/10,6/1/11,Male,40,1,Saloon,Black,Honda,Car Classic
ID_3PTTNI6,10/23/10,10/22/11,Male,46,2,Saloon,,TOYOTA,CarSafe
ID_3PYS7BK,9/16/10,9/15/11,Male,43,1,,,,Car Classic
ID_3PYT4YM,7/2/10,7/1/11,Female,51,1,Saloon,,TOYOTA,CarSafe
ID_3Q2KI7U,4/5/10,4/4/11,Male,33,1,Saloon,,Volkswagen,CarSafe
ID_3Q3KARL,4/29/10,4/28/11,Male,32,1,Saloon,As Attached,TOYOTA,Car Classic
ID_3Q3P46U,4/11/10,4/10/11,,72,1,,White,BMW,Customized Motor
ID_3Q6DOA6,10/24/10,10/23/11,Female,39,1,,,,Car Classic
ID_3Q6N5E5,10/7/10,10/6/11,Female,41,1,Saloon,Black,TOYOTA,Car Classic
ID_3Q9QVK6,3/12/10,3/11/11,Male,34,1,JEEP,Black,Honda,Car Classic
ID_3QDF8JO,4/29/10,4/28/11,Male,31,1,Saloon,Black,TOYOTA,Car Classic
ID_3QK5HOW,7/28/10,7/27/11,Female,72,2,Saloon,,TOYOTA,Car Classic
ID_3QPRD8W,6/7/10,6/6/11,Male,20,2,,,TOYOTA,Car Classic
ID_3QT4IKL,10/10/10,10/9/11,Male,41,1,,,TOYOTA,Car Classic
ID_3R0KKTS,12/16/10,6/14/11,Female,27,1,,,,Car Plus
ID_3R0WO0L,2/13/10,2/12/11,Male,42,1,Saloon,,BMW,CarSafe
ID_3R17D1Q,4/17/10,4/16/11,Female,49,1,JEEP,,TOYOTA,Car Classic
ID_3R83R1V,3/22/10,3/21/11,Female,43,3,JEEP,Black,Honda,Car Classic
ID_3R95NID,12/12/10,12/11/11,Male,59,1,Saloon,White,TOYOTA,Car Classic
ID_3R9CRHX,1/31/10,1/30/11,Female,3,1,Saloon,,Volkswagen,CarSafe
ID_3R9JTCP,12/23/10,12/22/11,Female,51,1,,,,CarSafe
ID_3RADK7P,5/23/10,5/22/11,Male,34,2,JEEP,Black,TOYOTA,Car Classic
ID_3RB4SVU,4/3/10,4/2/11,Male,35,1,Saloon,,Honda,CarSafe
ID_3RDNJYY,7/22/10,7/21/11,Male,33,1,Saloon,Silver,TOYOTA,Car Classic
ID_3RKXSRC,12/11/10,12/10/11,Male,43,1,Saloon,Black,Honda,Car Classic
ID_3S0YVIE,4/15/10,4/13/11,Male,27,1,Saloon,,TOYOTA,Car Classic
ID_3S4BYC0,9/10/10,9/9/11,Male,48,2,,,,Car Classic
ID_3S5WX4B,6/26/10,6/25/11,Female,31,1,Saloon,Grey,TOYOTA,Car Classic
ID_3S86LZR,8/7/10,9/2/11,Male,37,3,,,,Car Classic
ID_3S876YA,5/27/10,5/26/11,Female,50,1,Saloon,,Mazda,CarSafe
ID_3SA6ZP7,12/27/10,4/19/11,Male,43,1,Saloon,Grey,TOYOTA,Car Classic
ID_3SE763H,9/3/10,9/2/11,Male,37,4,Saloon,Blue,TOYOTA,Car Classic
ID_3SH5D78,6/27/10,6/26/11,Female,40,1,Saloon,,BMW,CarSafe
ID_3SI8R6G,11/15/10,9/22/11,Female,33,1,,,,Car Classic
ID_3SIUOWK,1/1/10,12/31/10,Female,27,1,Saloon,,TOYOTA,CarSafe
ID_3SR01YI,5/23/10,5/21/11,Female,45,1,JEEP,Black,TOYOTA,Car Classic
ID_3T0T7MQ,10/13/10,10/12/11,Female,33,1,JEEP,Grey,Lexus,Car Classic
ID_3T1NMVF,3/10/10,3/9/11,Male,50,1,Saloon,,Honda,CarSafe
ID_3THA8PW,11/13/10,11/12/11,Female,38,1,Saloon,Blue,TOYOTA,Car Classic
ID_3TIDH76,1/17/10,1/16/11,Male,62,1,,As Attached,TOYOTA,Car Classic
ID_3TIQIWB,2/25/10,2/24/11,Female,28,1,JEEP,Silver,Lexus,Car Classic
ID_3TIWUIB,7/26/10,7/25/11,Male,44,1,Saloon,,TOYOTA,Car Classic
ID_3TP4UEE,7/15/10,1/12/11,Male,41,1,JEEP,,Mercedes,Car Classic
ID_3U3FMCY,6/11/10,6/10/11,Female,40,1,Saloon,,Nissan,CarSafe
ID_3U5N5DZ,11/25/10,11/24/11,Male,46,1,JEEP,Red,ACURA,Car Classic
ID_3UKVSGM,8/30/10,8/29/11,Female,30,1,,,,Car Classic
ID_3UVSEFO,11/22/10,11/21/11,Female,40,2,,,,Car Plus
ID_3UWWHG9,8/16/10,2/14/11,Male,32,1,,,,Car Classic
ID_3V2FLJX,11/6/10,11/4/11,Female,38,1,,,,CarSafe
ID_3V8E6LH,10/21/10,10/20/11,Male,41,1,Saloon,Black,TOYOTA,Car Classic
ID_3V944T3,2/27/10,2/26/11,Male,33,2,JEEP,White,Lexus,Car Classic
ID_3VBEI53,12/19/10,12/18/11,Male,72,1,,,,Car Classic
ID_3VCDIXC,3/29/10,3/28/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_3VCPLG0,10/26/10,10/25/11,Male,50,1,Saloon,,Lexus,CarSafe
ID_3VIPBBD,5/6/10,5/5/11,Male,29,1,Saloon,,TOYOTA,CarSafe
ID_3VN09YP,3/12/10,3/11/11,Joint Gender,20,2,,,Kia,Customized Motor
ID_3VT75NV,10/5/10,1/4/11,Male,33,1,Saloon,,TOYOTA,Car Classic
ID_3VWBOTL,4/10/10,4/9/11,Male,41,1,Saloon,Wine,TOYOTA,Car Classic
ID_3VZ77M5,10/22/10,10/19/11,Male,39,4,,,,Car Classic
ID_3W0SU5D,8/1/10,7/31/11,Male,61,1,Mini Bus,Brown,TOYOTA,Car Classic
ID_3W3MVBQ,5/13/10,5/12/11,Male,42,1,Saloon,Silver,TOYOTA,Car Classic
ID_3W5SBCW,12/21/10,12/19/11,Male,53,1,,,,CarSafe
ID_3W7DCX5,7/22/10,7/21/11,Male,20,1,,Black,TOYOTA,Car Classic
ID_3W9IK1K,4/16/10,4/15/11,Female,38,1,Saloon,,TOYOTA,CarSafe
ID_3WCZUB0,7/16/10,7/14/11,Male,38,1,JEEP,White,Ford,Car Classic
ID_3WDR2F8,2/6/10,2/5/11,Female,32,1,Saloon,Grey,TOYOTA,Car Classic
ID_3WL5VXS,2/2/10,2/1/11,Male,68,1,Saloon,,TOYOTA,CarSafe
ID_3WMLCV6,6/13/10,6/12/11,Male,29,1,Saloon,Black,TOYOTA,Car Classic
ID_3WNBN7X,9/25/10,9/24/11,Female,34,1,Saloon,Black,Honda,Car Classic
ID_3WPAQ7G,4/10/10,4/9/11,Female,37,2,Saloon,Black,TOYOTA,Car Classic
ID_3WT8YOV,4/29/10,4/28/11,Female,33,1,Saloon,Black,TOYOTA,Car Classic
ID_3WWYL7A,1/11/10,1/10/11,Male,31,1,Saloon,,TOYOTA,CarSafe
ID_3X6DKSK,9/17/10,9/16/11,Male,40,1,Mini Bus,Black,TOYOTA,Car Classic
ID_3X9FBFY,10/3/10,8/1/11,Female,41,1,JEEP,Black,TOYOTA,Car Classic
ID_3XA6QAG,3/27/10,3/26/11,NO GENDER,36,1,Saloon,Gold,TOYOTA,Car Classic
ID_3XF7HO7,10/16/10,10/15/11,Male,46,1,,,,Car Classic
ID_3XFBD8O,4/15/10,4/14/11,Male,41,1,Saloon,,Honda,CarSafe
ID_3XGE1JN,1/31/10,1/30/11,Female,48,1,JEEP,Black,Hyundai,Car Classic
ID_3XMQYMR,1/31/10,1/30/11,Male,49,1,Saloon,As Attached,TOYOTA,CarSafe
ID_3XN16VO,9/3/10,9/2/11,Male,42,1,JEEP,Black,Ford,Car Classic
ID_3XO3M7I,1/11/10,1/10/11,Male,34,1,JEEP,Green,TOYOTA,Car Classic
ID_3XQVO0O,12/13/10,1/4/11,SEX,37,1,,,,Car Classic
ID_3XYY0Q0,5/16/10,5/15/11,Female,51,1,Saloon,,TOYOTA,CarSafe
ID_3XZA75I,7/15/10,7/14/11,Male,37,1,Saloon,Silver,TOYOTA,Car Classic
ID_3XZQP33,2/15/10,2/14/11,Male,41,2,Saloon,Wine,TOYOTA,Car Classic
ID_3Y5J2BI,6/20/10,6/19/11,Male,56,1,Saloon,,Mercedes,CarSafe
ID_3YEOKK7,3/22/10,3/21/11,Male,41,1,Saloon,,BMW,CarSafe
ID_3YFHHHD,12/4/10,7/4/11,Female,62,1,,,,Car Classic
ID_3YH56KG,4/10/10,4/9/11,Female,54,2,Saloon,Gold,Honda,Car Classic
ID_3YJX8LG,12/27/10,6/26/11,Male,36,1,JEEP,Silver,Lexus,Car Classic
ID_3YO2BSH,6/29/10,6/27/11,Male,48,1,,,TOYOTA,Car Classic
ID_3YW7I4D,1/22/10,1/21/11,Male,89,1,Saloon,Blue,TOYOTA,Car Classic
ID_3YWT8BH,8/22/10,8/21/11,Male,56,1,Saloon,Gold,TOYOTA,Car Classic
ID_3Z3O4YT,3/15/10,3/14/11,Female,36,1,JEEP,Black,ACURA,Car Classic
ID_3ZIIQ8C,8/29/10,8/28/11,Male,37,1,,,,CarSafe
ID_3ZJOVEZ,11/28/10,11/6/11,Male,66,2,JEEP,Black,TOYOTA,Car Classic
ID_3ZMR4D9,4/28/10,4/27/11,Male,52,3,Saloon,As Attached,Mercedes,Car Classic
ID_3ZN2QFP,8/2/10,8/1/11,Male,30,1,Saloon,,TOYOTA,CarSafe
ID_3ZQ50X4,3/19/10,3/18/11,Male,43,3,JEEP,As Attached,TOYOTA,Car Classic
ID_3ZTKZXL,8/21/10,8/20/11,Female,2,1,,,,CarSafe
ID_401TCKE,4/17/10,4/15/11,Male,59,2,JEEP,Black,Nissan,Customized Motor
ID_409LS87,1/9/10,1/8/11,Male,50,1,Saloon,,Honda,CarSafe
ID_40C8RJM,11/13/10,11/12/11,Female,33,1,,,,CarSafe
ID_40F33M8,5/21/10,5/20/11,Male,38,1,Saloon,,TOYOTA,Car Classic
ID_40J3FBK,4/15/10,4/14/11,Male,34,1,JEEP,Red,Lexus,Car Classic
ID_40KE1PA,12/24/10,12/23/11,Female,43,1,Saloon,,TOYOTA,CarSafe
ID_40MVJAK,9/30/10,1/31/11,Male,29,1,Saloon,,TOYOTA,Car Classic
ID_40W77IB,1/24/10,1/23/11,Male,36,1,Saloon,,Honda,Car Plus
ID_413UNNU,10/28/10,1/4/11,SEX,39,1,,,,Car Classic
ID_4197EUD,7/5/10,7/4/11,Male,36,1,Saloon,Blue,TOYOTA,Car Classic
ID_41QHYND,4/5/10,4/4/11,Female,44,2,JEEP,As Attached,TOYOTA,Car Classic
ID_41VSN9A,4/10/10,4/9/11,Female,34,1,Saloon,Black,TOYOTA,Car Classic
ID_41WZ37Y,2/26/10,2/25/11,Female,37,1,,,TOYOTA,Car Classic
ID_41ZK269,3/8/10,3/7/11,Male,41,2,Saloon,,Honda,CarSafe
ID_422I5VP,10/30/10,9/8/11,Male,65,1,,,,Car Classic
ID_42DKLHP,5/8/10,5/7/11,Male,46,1,Saloon,,TOYOTA,Car Classic
ID_42F3G0Q,2/26/10,2/25/11,Female,37,1,,Black,TOYOTA,Car Classic
ID_42NOCDG,12/21/10,6/20/11,Female,74,1,Saloon,Ash,TOYOTA,Car Classic
ID_42SKWS6,4/9/10,4/8/11,Female,32,1,,,TOYOTA,Car Classic
ID_43AT7YQ,3/6/10,3/5/11,Female,59,1,Saloon,Black,TOYOTA,Car Classic
ID_43H5NPU,2/5/10,2/4/11,NOT STATED,43,1,Saloon,,Range Rover,CarSafe
ID_43I8JB9,11/13/10,11/11/11,Male,38,1,,,,Car Plus
ID_43MTJ6D,11/20/10,11/19/11,Female,50,1,,,,CarSafe
ID_43OL5UT,8/23/10,8/22/11,Male,30,1,,,,CarSafe
ID_43X7SGT,12/5/10,11/27/11,Entity,52,1,JEEP,Blue,TOYOTA,Car Classic
ID_43ZJJ1B,8/7/10,8/6/11,Male,26,1,Saloon,Silver,TOYOTA,Car Classic
ID_443S9IY,3/21/10,3/20/11,Male,1,1,Saloon,Silver,TOYOTA,Car Classic
ID_445B3CY,12/11/10,12/10/11,Female,55,2,,,,Car Classic
ID_447WLUV,1/8/10,1/7/11,Female,48,1,Saloon,,Mitsubishi,CarSafe
ID_448AUF2,1/1/10,5/31/11,Entity,93,7,,,Honda,CarSafe
ID_449DGTN,1/10/10,1/9/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_44BI4O5,9/13/10,8/5/11,Male,44,1,,Blue,TOYOTA,Customized Motor
ID_44CGYFE,5/17/10,5/16/11,Male,34,2,JEEP,Black,Lexus,Car Classic
ID_44D1S8F,5/21/10,5/20/11,Male,38,1,Saloon,,TOYOTA,CarSafe
ID_44DFSVE,4/17/10,4/15/11,Male,33,1,Saloon,,TOYOTA,CarSafe
ID_44DYJ4U,7/31/10,7/30/11,Female,56,1,Saloon,Black,Nissan,Car Classic
ID_44J4LY6,12/18/10,12/17/11,Male,20,1,,,,CarSafe
ID_44UVZ6H,7/26/10,7/25/11,Male,55,1,Saloon,Ash,TOYOTA,Car Classic
ID_453VIJN,9/4/10,9/3/11,Male,56,1,,,Lexus,Car Classic
ID_455Q7T1,7/24/10,7/23/11,Female,44,1,JEEP,Black,Honda,Car Classic
ID_456QYQ6,8/22/10,8/21/11,Female,37,1,,,,Car Classic
ID_456W8V1,10/23/10,10/22/11,Female,32,1,,,,Car Classic
ID_45EY454,10/21/10,9/30/11,Entity,30,10,,,Isuzu,CVTP
ID_45FHUOR,1/29/10,1/28/11,Male,53,3,JEEP,Black,Mitsubishi,Car Classic
ID_45G7003,1/17/10,1/16/11,Male,52,1,Saloon,,TOYOTA,CarSafe
ID_45J02GS,4/23/10,4/22/11,Joint Gender,56,1,Saloon,Black,TOYOTA,Car Classic
ID_45NJSM8,7/16/10,7/15/11,Female,42,1,Saloon,Blue,TOYOTA,Car Classic
ID_45PVV2J,8/20/10,8/19/11,Female,56,1,,,,Car Classic
ID_45RKQBI,6/5/10,5/26/11,Female,56,3,JEEP,Green,Range Rover,Customized Motor
ID_45W0LED,11/19/10,11/18/11,Joint Gender,1,1,,,,CarSafe
ID_4679U3Z,12/23/10,12/22/11,Male,45,1,JEEP,,Hyundai,CarSafe
ID_46A9E6J,7/24/10,7/23/11,Female,48,1,Saloon,,TOYOTA,CarSafe
ID_46JI953,8/29/10,3/1/11,Female,29,1,Saloon,,TOYOTA,CarFlex
ID_46JIH3Y,4/29/10,4/28/11,Female,49,1,Saloon,Black,TOYOTA,Car Classic
ID_46KR49L,12/24/10,12/23/11,Male,37,1,Saloon,Black,TOYOTA,Car Classic
ID_46KXQVP,3/27/10,3/26/11,Female,32,1,JEEP,Black,TOYOTA,Car Classic
ID_46SV3OY,3/13/10,3/12/11,Male,60,3,Saloon,Black,BMW,Customized Motor
ID_4735B2N,10/31/10,3/1/11,Female,38,3,JEEP,Black,TOYOTA,Car Classic
ID_475GNNB,8/14/10,8/13/11,Male,41,1,,,,CarSafe
ID_479P88Q,6/17/10,6/11/11,Entity,9,1,JEEP,Blue,TOYOTA,Car Classic
ID_47BH6G3,7/19/10,7/18/11,Male,38,1,Saloon,White,Honda,Car Classic
ID_47IR6HF,5/15/10,5/14/11,Male,40,1,Saloon,,Honda,CarSafe
ID_47JRP55,11/6/10,11/2/11,Female,38,1,,,,Car Classic
ID_47KSXTW,7/16/10,7/15/11,Male,75,1,JEEP,,Honda,Car Classic
ID_4832BCY,8/29/10,8/28/11,Male,35,1,,,,CarSafe
ID_4833K0H,1/2/10,1/1/11,Male,64,1,Saloon,Silver,Hyundai,Car Classic
ID_483YQSJ,10/28/10,4/26/11,Male,40,1,,,,Car Classic
ID_4876MFD,6/11/10,6/10/11,Male,1,1,Saloon,Black,TOYOTA,Car Classic
ID_48C5YEJ,1/24/10,1/23/11,Male,48,1,Saloon,,TOYOTA,CarSafe
ID_48DC2T5,9/11/10,9/10/11,Male,1,1,,,,CarSafe
ID_48PM1IS,4/26/10,4/25/11,Male,35,1,JEEP,Gold,TOYOTA,Car Classic
